,name,artists,uri,id,playlist_uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:2pnJ87yTVpkgtZh6Tq4vKh,Solar Sailer,Daft Punk,spotify:track:2pnJ87yTVpkgtZh6Tq4vKh,2pnJ87yTVpkgtZh6Tq4vKh,"['spotify:playlist:5zBFf8orchAj8Ud8CIERHe', 'spotify:playlist:3wqQxN0gxlDH4xZZe7Q1Vi']",0.176,0.169,10.0,-23.316,0.0,0.0402,0.857,0.812,0.108,0.0382,124.278,162075.0,3.0
spotify:track:2pOaeeEj3eSRMMLlftPNHX,Last Day - David August Revision,"Kollektiv Turmstrasse, DAVID AUGUST",spotify:track:2pOaeeEj3eSRMMLlftPNHX,2pOaeeEj3eSRMMLlftPNHX,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.674,0.496,10.0,-14.709,0.0,0.0357,0.281,0.929,0.11,0.398,112.011,404819.0,4.0
spotify:track:7kNS3zYpAgqAiFtnoyAOFu,Track 1 - Mix1,Atjazz,spotify:track:7kNS3zYpAgqAiFtnoyAOFu,7kNS3zYpAgqAiFtnoyAOFu,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.665,0.816,5.0,-9.001,0.0,0.0338,0.0112,0.54,0.114,0.169,120.964,440000.0,4.0
spotify:track:3hj4aPlRreailkV20LbAYK,Space 5,Nala Sinephro,spotify:track:3hj4aPlRreailkV20LbAYK,3hj4aPlRreailkV20LbAYK,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.348,0.368,5.0,-17.262,0.0,0.104,0.906,0.932,0.0565,0.522,75.899,240277.0,5.0
spotify:track:1y64GVOlJxaH3r8P7MSlV2,Class One,Crackazat,spotify:track:1y64GVOlJxaH3r8P7MSlV2,1y64GVOlJxaH3r8P7MSlV2,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.753,0.696,2.0,-7.876,0.0,0.068,0.0225,0.893,0.0928,0.416,119.979,276109.0,4.0
spotify:track:66Z74fi8endVTx4TBsqucZ,The Sayers,Klein Zage,spotify:track:66Z74fi8endVTx4TBsqucZ,66Z74fi8endVTx4TBsqucZ,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.832,0.522,4.0,-14.0,0.0,0.0602,0.126,0.815,0.1,0.188,117.99,293585.0,4.0
spotify:track:3TPdq9cbU1tnQ97b4E4Xgd,Very Never (My Mind Extends),"Tomaga, Cathy Lucas",spotify:track:3TPdq9cbU1tnQ97b4E4Xgd,3TPdq9cbU1tnQ97b4E4Xgd,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.513,0.855,5.0,-9.148,1.0,0.0447,0.463,0.948,0.0888,0.269,100.809,295869.0,4.0
spotify:track:4tXxKL0sitqkLiPJLUmubz,Velocity,Ludwig A.F.,spotify:track:4tXxKL0sitqkLiPJLUmubz,4tXxKL0sitqkLiPJLUmubz,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.749,0.829,1.0,-9.446,1.0,0.0531,0.16,0.907,0.221,0.897,124.868,405699.0,4.0
spotify:track:1dVKrNb6SrrNGNCeCdQRLk,Меркурий,"Иилай, тут дорис",spotify:track:1dVKrNb6SrrNGNCeCdQRLk,1dVKrNb6SrrNGNCeCdQRLk,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.76,0.841,9.0,-5.997,1.0,0.0314,0.135,0.00151,0.112,0.443,126.014,114286.0,4.0
spotify:track:5V7qLbZJNTwaEVbZADqofc,It Takes Two,Fiji Blue,spotify:track:5V7qLbZJNTwaEVbZADqofc,5V7qLbZJNTwaEVbZADqofc,"['spotify:playlist:5zBFf8orchAj8Ud8CIERHe', 'spotify:playlist:7hzMyOxPNDETExo1nkbC6X']",0.731,0.597,4.0,-7.661,1.0,0.0567,0.338,0.00114,0.0771,0.863,101.991,159013.0,4.0
spotify:track:4Hg9jafzzKavElQMAINzeP,C O S M,Jon Hopkins,spotify:track:4Hg9jafzzKavElQMAINzeP,4Hg9jafzzKavElQMAINzeP,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.433,0.449,1.0,-14.983,0.0,0.102,0.309,0.925,0.0792,0.243,106.975,428440.0,4.0
spotify:track:5S3F5GL8LASIjPg2PMiU1Q,Emerald Rush,Jon Hopkins,spotify:track:5S3F5GL8LASIjPg2PMiU1Q,5S3F5GL8LASIjPg2PMiU1Q,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.414,0.498,1.0,-11.945,0.0,0.0579,0.00629,0.87,0.205,0.37,106.978,336707.0,4.0
spotify:track:3bA0hrJrzMDww3ChuXBDCs,Breathe This Air,"Jon Hopkins, Purity Ring",spotify:track:3bA0hrJrzMDww3ChuXBDCs,3bA0hrJrzMDww3ChuXBDCs,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.827,0.61,1.0,-9.563,1.0,0.247,0.131,0.00272,0.13,0.315,129.104,248280.0,4.0
spotify:track:2BglkuTWGB4bCPXKCNfCqI,Plastique,Dusky,spotify:track:2BglkuTWGB4bCPXKCNfCqI,2BglkuTWGB4bCPXKCNfCqI,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.518,0.731,1.0,-8.198,1.0,0.037,0.000196,0.885,0.288,0.0554,126.981,251627.0,4.0
spotify:track:213H9vfVfLc7m2zRVWgCmJ,Moody,Brijean,spotify:track:213H9vfVfLc7m2zRVWgCmJ,213H9vfVfLc7m2zRVWgCmJ,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.826,0.702,10.0,-7.787,0.0,0.0772,0.086,0.829,0.119,0.519,115.99,134220.0,4.0
spotify:track:1UayCulpPnBHS2Yz1ZIRLR,Blue Liquid,Mount Kimbie,spotify:track:1UayCulpPnBHS2Yz1ZIRLR,1UayCulpPnBHS2Yz1ZIRLR,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.689,0.658,4.0,-8.238,0.0,0.034,0.00784,0.888,0.0965,0.72,139.995,155250.0,4.0
spotify:track:5HSApGhwAL7eHtYCf9fmyM,T'Raenon - Original Mix,Photek,spotify:track:5HSApGhwAL7eHtYCf9fmyM,5HSApGhwAL7eHtYCf9fmyM,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.44,0.433,6.0,-10.134,0.0,0.0375,0.0515,0.879,0.123,0.0989,160.042,437371.0,4.0
spotify:track:46ZJXjiWpNFE0IAHI85Tb8,Ooo La La,Brijean,spotify:track:46ZJXjiWpNFE0IAHI85Tb8,46ZJXjiWpNFE0IAHI85Tb8,['spotify:playlist:5zBFf8orchAj8Ud8CIERHe'],0.851,0.801,6.0,-8.356,1.0,0.122,0.023,0.784,0.133,0.751,113.942,158135.0,4.0
spotify:track:51lZMWEtaOWKSqwsdhSXyB,The Condition of Weightlessness,SubtractiveLAD,spotify:track:51lZMWEtaOWKSqwsdhSXyB,51lZMWEtaOWKSqwsdhSXyB,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:4MrPXaYDjcSXdIsarje2ej']",0.0845,0.341,7.0,-11.876,1.0,0.0375,0.988,0.877,0.103,0.0317,168.593,619442.0,4.0
spotify:track:53p611MQiSI7krwUDVj5nE,In Praise Of Tears,Kyle Bobby Dunn,spotify:track:53p611MQiSI7krwUDVj5nE,53p611MQiSI7krwUDVj5nE,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:4MrPXaYDjcSXdIsarje2ej']",0.157,0.0346,6.0,-25.891,1.0,0.049,0.992,0.969,0.129,0.0288,133.203,320349.0,4.0
spotify:track:6vJ45Uqe6E60MX1a6PeyA3,Full of Sun,SubtractiveLAD,spotify:track:6vJ45Uqe6E60MX1a6PeyA3,6vJ45Uqe6E60MX1a6PeyA3,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:4MrPXaYDjcSXdIsarje2ej']",0.156,0.431,9.0,-9.152,1.0,0.0346,0.912,0.893,0.0848,0.0328,87.929,706000.0,3.0
spotify:track:2x4EqFXS80teWkPnMn759x,Curtains Far Seen,Hakobune,spotify:track:2x4EqFXS80teWkPnMn759x,2x4EqFXS80teWkPnMn759x,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:6eK32EqU5LIT17xAtVBwFH', 'spotify:playlist:4MrPXaYDjcSXdIsarje2ej', 'spotify:playlist:0LnUGBjs4dA7I0aiVliqG1']",0.0694,0.147,1.0,-25.685,1.0,0.047,0.889,0.914,0.107,0.0684,74.654,231667.0,1.0
spotify:track:4fUPi2ZuM3gZzcadi5TT39,Tidal Sky Drift,Alonefold,spotify:track:4fUPi2ZuM3gZzcadi5TT39,4fUPi2ZuM3gZzcadi5TT39,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:4MrPXaYDjcSXdIsarje2ej']",0.128,0.128,7.0,-27.691,0.0,0.0444,0.553,0.782,0.132,0.0438,74.864,587323.0,4.0
spotify:track:3XsVFEkhhRwkcJkQclyEGK,Heliosphere,65daysofstatic,spotify:track:3XsVFEkhhRwkcJkQclyEGK,3XsVFEkhhRwkcJkQclyEGK,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:5odCcsEd4DNqqX11cnFbP0']",0.176,0.333,0.0,-12.048,1.0,0.0334,0.384,0.893,0.0765,0.0366,78.86,262947.0,3.0
spotify:track:3iF81Z1vO0Re1eC3P8xt7i,Sunset Over Manaan,ATTLAS,spotify:track:3iF81Z1vO0Re1eC3P8xt7i,3iF81Z1vO0Re1eC3P8xt7i,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:2MvUt5TG7BUy9PORxN6lBb', 'spotify:playlist:08w2uy0DqovfpuykgB7eOE']",0.727,0.528,10.0,-9.637,0.0,0.0498,0.868,0.841,0.125,0.0825,115.008,309773.0,4.0
spotify:track:2fc1b7HmoCM1T4kOkkwgma,The Cloud Room,Pan-American,spotify:track:2fc1b7HmoCM1T4kOkkwgma,2fc1b7HmoCM1T4kOkkwgma,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:2MvUt5TG7BUy9PORxN6lBb', 'spotify:playlist:08w2uy0DqovfpuykgB7eOE']",0.269,0.31,9.0,-14.927,1.0,0.0304,0.111,0.924,0.194,0.182,104.002,456813.0,4.0
spotify:track:45dNWdzIqcgdJuEPRcDMHQ,Heard About You Last Night,Mogwai,spotify:track:45dNWdzIqcgdJuEPRcDMHQ,45dNWdzIqcgdJuEPRcDMHQ,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:02fwetVL2UqGEqxvw2twTY', 'spotify:playlist:5mKdHRUYoniwQ1g9JrVv54']",0.509,0.349,3.0,-13.183,1.0,0.0317,0.133,0.845,0.0738,0.153,119.968,324107.0,4.0
spotify:track:6eSYX9QdzvIajP8HDDqIaY,First Class Departure of Day Dreams,Brett Spivey,spotify:track:6eSYX9QdzvIajP8HDDqIaY,6eSYX9QdzvIajP8HDDqIaY,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:7pnkBPzLV0cWek0LGKR2Xk', 'spotify:playlist:08w2uy0DqovfpuykgB7eOE']",0.156,0.411,9.0,-18.324,0.0,0.0486,0.925,0.567,0.663,0.0676,96.813,488813.0,4.0
spotify:track:0MCHTGrF7Ys9XB8ucx9E4N,Shimmering Path,Eeem,spotify:track:0MCHTGrF7Ys9XB8ucx9E4N,0MCHTGrF7Ys9XB8ucx9E4N,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:7pnkBPzLV0cWek0LGKR2Xk']",0.285,0.394,5.0,-20.424,0.0,0.0513,0.853,0.151,0.32,0.0702,105.61,494017.0,4.0
spotify:track:4q1q6kCMwDf5YUsOkTPBLE,"Starve The Ego, Feed The Soul",The Glitch Mob,spotify:track:4q1q6kCMwDf5YUsOkTPBLE,4q1q6kCMwDf5YUsOkTPBLE,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:3wWQDX7XfpQsXnWpK8vnmN', 'spotify:playlist:3GJirq64ebsp6kuBgqW9kT', 'spotify:playlist:2rOcl80GGvJy6cob2Slp0f', 'spotify:playlist:4gcvS6CUhStrNYKXUtBNZx']",0.415,0.528,9.0,-12.208,1.0,0.158,0.582,0.906,0.498,0.16,79.911,346267.0,4.0
spotify:track:57K5RyWj4jOlc07wRz6axh,Plastic (Mid-City Island Version),Moses Sumney,spotify:track:57K5RyWj4jOlc07wRz6axh,57K5RyWj4jOlc07wRz6axh,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.457,0.275,11.0,-12.553,1.0,0.0468,0.741,0.0,0.115,0.18,120.044,157199.0,4.0
spotify:track:7KBoQnlle2lUerygFSk0iJ,Panacea,Disasterpeace,spotify:track:7KBoQnlle2lUerygFSk0iJ,7KBoQnlle2lUerygFSk0iJ,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.395,0.00943,8.0,-25.711,0.0,0.0546,0.992,0.881,0.338,0.0818,72.739,364274.0,4.0
spotify:track:0DuKfzPUyHNS92DuruNqpK,Stratus,Kaitlyn Aurelia Smith,spotify:track:0DuKfzPUyHNS92DuruNqpK,0DuKfzPUyHNS92DuruNqpK,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.49,0.0696,6.0,-21.54,0.0,0.0354,0.94,0.972,0.0635,0.0403,120.093,184587.0,4.0
spotify:track:6bv1FMrwfsGPKVFnB9Q5pk,shared,stud1nt,spotify:track:6bv1FMrwfsGPKVFnB9Q5pk,6bv1FMrwfsGPKVFnB9Q5pk,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.64,0.521,1.0,-11.603,0.0,0.105,0.693,0.863,0.164,0.208,132.572,215199.0,4.0
spotify:track:3tRNZWwNVqJc4Swf48Qu9Z,遠くの愛好家,２８１４,spotify:track:3tRNZWwNVqJc4Swf48Qu9Z,3tRNZWwNVqJc4Swf48Qu9Z,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.159,0.203,2.0,-25.273,1.0,0.0437,0.907,0.974,0.134,0.0813,132.179,378400.0,4.0
spotify:track:3h6SfIZdAhFSEQ60rwcnZu,Window to the Past,Chihei Hatakeyama,spotify:track:3h6SfIZdAhFSEQ60rwcnZu,3h6SfIZdAhFSEQ60rwcnZu,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:6eK32EqU5LIT17xAtVBwFH', 'spotify:playlist:4MrPXaYDjcSXdIsarje2ej']",0.141,0.104,4.0,-23.207,1.0,0.0417,0.987,0.788,0.0952,0.0574,141.803,465356.0,3.0
spotify:track:5fHgBb5r91Jmdr8Q7dwmad,Secunda,Jeremy Soule,spotify:track:5fHgBb5r91Jmdr8Q7dwmad,5fHgBb5r91Jmdr8Q7dwmad,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:7hzMyOxPNDETExo1nkbC6X']",0.142,0.0462,7.0,-27.928,0.0,0.029,0.985,0.939,0.0934,0.088,89.996,123216.0,3.0
spotify:track:4awGkSLeRTN0vXX07ChVQw,Last Time in This Place,"Teen Daze, Joseph Shabason",spotify:track:4awGkSLeRTN0vXX07ChVQw,4awGkSLeRTN0vXX07ChVQw,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.167,0.484,7.0,-11.09,1.0,0.0368,0.686,0.88,0.115,0.0528,132.301,215453.0,1.0
spotify:track:51F3NrJxAvza2EngacczdP,Through The Air,Sava Marinkovic,spotify:track:51F3NrJxAvza2EngacczdP,51F3NrJxAvza2EngacczdP,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.222,0.175,5.0,-22.398,0.0,0.0375,0.899,0.899,0.0999,0.0581,119.836,547000.0,4.0
spotify:track:5oTnjavcEz8hENl2nlYmdx,Bismillahi 'Rrahmani 'Rrahim,Harold Budd,spotify:track:5oTnjavcEz8hENl2nlYmdx,5oTnjavcEz8hENl2nlYmdx,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.119,0.052,6.0,-23.698,1.0,0.0366,0.963,0.861,0.113,0.0319,83.501,1107267.0,4.0
spotify:track:6ScM7dC3yQRmcoxhI7MPyq,As Long as I Can Hold My Breath,Harold Budd,spotify:track:6ScM7dC3yQRmcoxhI7MPyq,6ScM7dC3yQRmcoxhI7MPyq,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.103,0.191,9.0,-18.677,0.0,0.0434,0.909,0.91,0.0708,0.0318,71.944,4168000.0,4.0
spotify:track:1WGvKEkU8c3uvqmZpUt5ZL,Space 1,Nala Sinephro,spotify:track:1WGvKEkU8c3uvqmZpUt5ZL,1WGvKEkU8c3uvqmZpUt5ZL,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.271,0.0744,7.0,-26.455,0.0,0.0422,0.968,0.937,0.0574,0.0358,114.437,248000.0,4.0
spotify:track:1vDr33ErpWkmSc29e7eXIL,Space 8,Nala Sinephro,spotify:track:1vDr33ErpWkmSc29e7eXIL,1vDr33ErpWkmSc29e7eXIL,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.172,0.124,8.0,-21.048,1.0,0.0333,0.958,0.97,0.283,0.0394,123.85,1052000.0,3.0
spotify:track:77spglhDyLyFjoV7kjzhOS,You're Still In It,Chihei Hatakeyama,spotify:track:77spglhDyLyFjoV7kjzhOS,77spglhDyLyFjoV7kjzhOS,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.147,0.0204,2.0,-33.459,1.0,0.0379,0.982,0.978,0.0857,0.0352,139.112,1105936.0,3.0
spotify:track:0x3LRhwpiBfVPLoqXbjXgG,Asleep on a Faded Moss Patch,Poemme,spotify:track:0x3LRhwpiBfVPLoqXbjXgG,0x3LRhwpiBfVPLoqXbjXgG,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:4MrPXaYDjcSXdIsarje2ej']",0.0846,0.144,6.0,-24.76,1.0,0.0495,0.909,0.822,0.0882,0.0385,85.888,390000.0,3.0
spotify:track:6E1tJlvPod8B9PPDYyRery,Sodium Lit,Adam Pacione,spotify:track:6E1tJlvPod8B9PPDYyRery,6E1tJlvPod8B9PPDYyRery,"['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9', 'spotify:playlist:4MrPXaYDjcSXdIsarje2ej']",0.0897,0.0967,8.0,-26.234,1.0,0.0378,0.909,0.97,0.122,0.0661,87.027,494587.0,4.0
spotify:track:5oobxLhBMRuZXydmZ3FrCR,You've Been Gone Longer Than I Knew You,Adam Pacione,spotify:track:5oobxLhBMRuZXydmZ3FrCR,5oobxLhBMRuZXydmZ3FrCR,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.215,0.156,4.0,-26.484,1.0,0.0357,0.976,0.947,0.0867,0.0684,65.41,437227.0,4.0
spotify:track:6BfDP30hIGr8WAd651Jn2m,Eyelids Gently Dreaming,Steve Hauschildt,spotify:track:6BfDP30hIGr8WAd651Jn2m,6BfDP30hIGr8WAd651Jn2m,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.114,0.169,8.0,-20.533,0.0,0.0385,0.964,0.914,0.109,0.0362,94.267,357019.0,4.0
spotify:track:2tSyI5vd1WVpCLjJYGf3Iq,Nami,"Chihei Hatakeyama, Federico Durand",spotify:track:2tSyI5vd1WVpCLjJYGf3Iq,2tSyI5vd1WVpCLjJYGf3Iq,['spotify:playlist:0iUDHvT2zdZCwrxSX8S9t9'],0.179,0.0965,5.0,-25.223,1.0,0.0504,0.961,0.952,0.0723,0.102,118.198,537409.0,4.0
spotify:track:5sM2GI0vMNZL7tvfPQfByV,Guaranteed,Eddie Vedder,spotify:track:5sM2GI0vMNZL7tvfPQfByV,5sM2GI0vMNZL7tvfPQfByV,"['spotify:playlist:6G1PmjOSwi05no27gbtZxu', 'spotify:playlist:0sBKZwnASJhf9aBKb6XEHW', 'spotify:playlist:4sYF3n1uhuZDRiLYTjoTYE', 'spotify:playlist:68YP0XDwAR8ulEI3Sg30oF']",0.362,0.00679,7.0,-12.257,1.0,0.0416,0.91,0.103,0.106,0.127,100.466,442560.0,4.0
spotify:track:0QwzCPyTv6UnzjAhZZ0CkB,Firestarter,The Prodigy,spotify:track:0QwzCPyTv6UnzjAhZZ0CkB,0QwzCPyTv6UnzjAhZZ0CkB,"['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt', 'spotify:playlist:5WCfu774fPPLA0ijMEOVyY', 'spotify:playlist:0UetBzU1ylu2bIs0wgLPUq', 'spotify:playlist:1J9zT9CZu9a2PtIjpdURZP']",0.532,0.948,11.0,-5.153,1.0,0.0818,0.00325,0.449,0.14,0.376,141.513,279800.0,4.0
spotify:track:5rYgTkABsU2v1Iqegx5CMs,The Exodus,"Mahakala, Om Unit",spotify:track:5rYgTkABsU2v1Iqegx5CMs,5rYgTkABsU2v1Iqegx5CMs,"['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt', 'spotify:playlist:0RrgbLyGI9V07VEaHVdmqM', 'spotify:playlist:3wWQDX7XfpQsXnWpK8vnmN', 'spotify:playlist:6post6Se1BEN7iFdq6djIE', 'spotify:playlist:4YULN6R2XqajdIENQS1y2t']",0.277,0.952,11.0,-7.945,0.0,0.0951,0.00127,0.807,0.128,0.0731,169.991,319955.0,4.0
spotify:track:2zYsGtlwT3Kqz2yStRXuM4,Diesel Power,The Prodigy,spotify:track:2zYsGtlwT3Kqz2yStRXuM4,2zYsGtlwT3Kqz2yStRXuM4,"['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt', 'spotify:playlist:0RrgbLyGI9V07VEaHVdmqM', 'spotify:playlist:5WCfu774fPPLA0ijMEOVyY', 'spotify:playlist:5KAtrgcw8jTxSfMhw7OuPV', 'spotify:playlist:6G4fb5GIkvl3YVTWX06IeX']",0.726,0.877,9.0,-3.497,0.0,0.0648,0.0633,3.66e-05,0.0896,0.103,105.931,257600.0,4.0
spotify:track:07ncsidSr2xbb67dbPe42j,Rollertoaster,Roller Trio,spotify:track:07ncsidSr2xbb67dbPe42j,07ncsidSr2xbb67dbPe42j,['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt'],0.301,0.527,5.0,-9.586,1.0,0.0334,0.769,0.797,0.116,0.0619,98.805,485083.0,4.0
spotify:track:5uvosCdMlFdTXhoazkTI5R,Light My Fire,The Doors,spotify:track:5uvosCdMlFdTXhoazkTI5R,5uvosCdMlFdTXhoazkTI5R,"['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt', 'spotify:playlist:1x9QhuTnxWwkGB02wVmQJs', 'spotify:playlist:3J2W6s0Y0qHsH4BdDGEilY', 'spotify:playlist:2qcTrDcxaeRPYWN5rZUk7J', 'spotify:playlist:5kw5VpEcynM4s6DAbxuhkl', 'spotify:playlist:7peHtBkC0hJO3GKpXovaL0', 'spotify:playlist:3euSL1brr4Ofhwdy8TRFek']",0.413,0.725,3.0,-5.787,0.0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760.0,4.0
spotify:track:0Ln5tJyLX5qusquBOtq7wf,Fire,Kasabian,spotify:track:0Ln5tJyLX5qusquBOtq7wf,0Ln5tJyLX5qusquBOtq7wf,"['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt', 'spotify:playlist:5kw5VpEcynM4s6DAbxuhkl', 'spotify:playlist:25EdTGFnDeUSeqmcJoCYNR', 'spotify:playlist:1icpN2WH1P5EmfpDg6urq5']",0.525,0.742,10.0,-5.643,1.0,0.0311,0.0874,0.149,0.117,0.179,117.029,252280.0,4.0
spotify:track:5LI7PoHEolR8plrf3I16sq,Fire,Jimi Hendrix,spotify:track:5LI7PoHEolR8plrf3I16sq,5LI7PoHEolR8plrf3I16sq,"['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt', 'spotify:playlist:13vwySC0tVKGwsI84AG1P4', 'spotify:playlist:6azGPeeYGIKWtWDrgtnBak']",0.479,0.944,9.0,-5.167,1.0,0.115,0.00206,0.0283,0.356,0.572,153.45,163800.0,4.0
spotify:track:1eHGsCdAWh1Ffowzacpfoi,Candela,Buena Vista Social Club,spotify:track:1eHGsCdAWh1Ffowzacpfoi,1eHGsCdAWh1Ffowzacpfoi,['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt'],0.525,0.619,9.0,-12.322,1.0,0.0355,0.72,0.000165,0.289,0.814,101.046,327867.0,4.0
spotify:track:2hlegp4bUirGK3QCsGvSv1,"Passion, Grace and Fire","Al Di Meola, John McLaughlin, Paco de Lucía",spotify:track:2hlegp4bUirGK3QCsGvSv1,2hlegp4bUirGK3QCsGvSv1,"['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt', 'spotify:playlist:2SRHOtEtTkc6ZNe03ydP27']",0.39,0.281,2.0,-21.731,0.0,0.0335,0.822,0.81,0.0904,0.599,111.651,324907.0,3.0
spotify:track:6MF9gTqSV1uw2E9syqr6kF,Bulería Del Olivar,Ketama,spotify:track:6MF9gTqSV1uw2E9syqr6kF,6MF9gTqSV1uw2E9syqr6kF,['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt'],0.588,0.861,7.0,-9.77,1.0,0.0776,0.163,2.94e-05,0.939,0.656,116.597,391674.0,3.0
spotify:track:21YxK0klhpfLW8budkJaMF,Lust For Life,Iggy Pop,spotify:track:21YxK0klhpfLW8budkJaMF,21YxK0klhpfLW8budkJaMF,['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt'],0.387,0.97,9.0,-5.61,1.0,0.0432,0.0306,1.22e-06,0.0981,0.689,104.028,313926.0,4.0
spotify:track:02CwqROylBG7H1gDnrbun9,Fever - Live,Michael Bublé,spotify:track:02CwqROylBG7H1gDnrbun9,02CwqROylBG7H1gDnrbun9,"['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt', 'spotify:playlist:3fARF7LNeksCpasmZaeqqe', 'spotify:playlist:73Cc5EqQaObkyKeJHNvztn', 'spotify:playlist:13vwySC0tVKGwsI84AG1P4', 'spotify:playlist:7MFpkCeC6n0YgFOlUw6U3g', 'spotify:playlist:1LH0kHpu5hzmITnYkRoLJ0']",0.563,0.408,10.0,-9.118,0.0,0.0549,0.563,9.58e-05,0.986,0.398,127.881,246413.0,4.0
spotify:track:718cY343nKwDSriaoPkK0v,A Journey To (S)Hell,"King Gizzard & The Lizard Wizard, Mild High Club",spotify:track:718cY343nKwDSriaoPkK0v,718cY343nKwDSriaoPkK0v,['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt'],0.297,0.858,0.0,-5.427,1.0,0.0671,0.0232,0.81,0.406,0.399,103.621,136533.0,4.0
spotify:track:6bOkaEXc5CopinGazSLokx,WHAT'S GOOD,"Tyler, The Creator",spotify:track:6bOkaEXc5CopinGazSLokx,6bOkaEXc5CopinGazSLokx,['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt'],0.458,0.909,1.0,-6.553,1.0,0.487,0.0567,4.26e-06,0.11,0.449,118.227,205627.0,4.0
spotify:track:4pSbdUWj7FrZRjgxQOISIL,Story 2,clipping.,spotify:track:4pSbdUWj7FrZRjgxQOISIL,4pSbdUWj7FrZRjgxQOISIL,['spotify:playlist:6jXwQVYGeUThIW96ZIHJjt'],0.614,0.648,11.0,-6.604,0.0,0.352,0.0268,0.0,0.516,0.477,165.321,132050.0,3.0
